Dataset,Wavpath,IBI_threshold,dur_before,dur_after,dur_middle,dur_audio,unannotated_ratio,min_max_temporange,mean_tempo,min_tempo,max_tempo,count_slower,count_faster,num_ibis,dur_slower,dur_faster
ASAP,Beethoven_Piano_Sonatas_31-3_4_LeungM05M.wav,6,0.54,2.48,0.00,577.66,0.01,"(10, 300)",66.56,17.04,117.25,0,0,527,0,0.00
ASAP,Bach_Fugue_bwv_880_WangA04M.wav,6,0.50,2.45,0.00,101.40,0.03,"(10, 300)",119.20,68.28,137.14,0,0,195,0,0.00
ASAP,Bach_Prelude_bwv_885_SINKEV06.wav,6,2.10,2.41,0.00,165.21,0.03,"(10, 300)",31.07,24.23,33.57,0,0,83,0,0.00
ASAP,Bach_Prelude_bwv_857_YuP01M.wav,6,0.99,2.40,0.00,113.50,0.03,"(10, 300)",45.99,30.14,50.12,0,0,84,0,0.00
ASAP,Liszt_Gran_Etudes_de_Paganini_2_La_campanella_MunA08M.wav,6,1.74,2.38,0.00,263.77,0.02,"(10, 300)",68.81,26.73,157.59,0,0,283,0,0.00
ASAP,Beethoven_Piano_Sonatas_31-3_4_Na06M.wav,6,0.52,2.37,0.00,603.86,0.00,"(10, 300)",60.89,15.30,99.36,0,0,527,0,0.00
ASAP,Scriabin_Etudes_op_8_11_Shi08M.wav,6,1.02,2.36,0.00,290.01,0.01,"(10, 300)",35.71,15.58,62.84,0,0,159,0,0.00
ASAP,Bach_Prelude_bwv_865_ZhangE01M.wav,6,1.04,2.36,0.00,61.58,0.06,"(10, 300)",83.78,57.19,89.72,0,0,81,0,0.00
ASAP,Beethoven_Piano_Sonatas_27-1_MiyashitaM02M.wav,6,1.00,2.36,0.00,320.03,0.01,"(10, 300)",146.20,28.25,232.26,0,0,733,0,0.00
ASAP,Beethoven_Piano_Sonatas_26-2_LEE_K05M.wav,6,1.07,2.36,0.00,227.42,0.02,"(10, 300)",22.52,16.40,26.35,0,0,83,0,0.00
ASAP,Bach_Prelude_bwv_862_Song04M.wav,6,1.09,2.33,0.00,75.20,0.05,"(10, 300)",108.97,45.29,128.00,0,0,129,0,0.00
ASAP,Bach_Fugue_bwv_880_LeungR01M.wav,6,0.50,2.32,0.00,96.48,0.03,"(10, 300)",125.36,72.62,145.45,0,0,195,0,0.00
ASAP,Beethoven_Piano_Sonatas_27-1_Ko05M.wav,6,1.07,2.30,0.00,309.54,0.01,"(10, 300)",150.35,47.65,222.61,0,0,733,0,0.00
ASAP,Beethoven_Piano_Sonatas_24-1_no_2_repeat_Cui06M.wav,6,0.99,2.30,0.00,279.42,0.01,"(10, 300)",126.13,14.23,158.35,0,0,544,0,0.00
ASAP,Bach_Prelude_bwv_880_LeungR01M.wav,6,0.96,2.28,0.00,206.50,0.02,"(10, 300)",63.70,38.66,71.38,0,0,215,0,0.00
ASAP,Schubert_Impromptu_op.90_D.899_2_Levitsky09M.wav,6,1.04,2.26,0.00,266.77,0.01,"(10, 300)",201.46,60.75,338.81,0,7,847,0,1.29
ASAP,Liszt_Mephisto_Waltz_ChernovA04M.wav,6,1.08,2.26,17.10,684.77,0.03,"(10, 300)",311.68,5.78,1181.57,2,1504,2601,17.0957,232.94
ASAP,Bach_Prelude_bwv_887_LiYZ01M.wav,6,1.07,2.25,0.00,112.94,0.03,"(10, 300)",110.15,36.76,130.61,0,0,199,0,0.00
ASAP,Chopin_Etudes_op_10_1_MunA07M.wav,6,1.00,2.25,0.00,105.32,0.03,"(10, 300)",185.48,120.76,229.48,0,0,312,0,0.00
ASAP,Chopin_Polonaises_53_Chon08M.wav,6,1.03,2.24,0.00,382.03,0.01,"(10, 300)",89.30,22.36,191.00,0,0,540,0,0.00
ASAP,Bach_Prelude_bwv_856_LuoJ01M.wav,6,1.03,2.23,0.00,58.05,0.06,"(10, 300)",78.20,48.06,86.85,0,0,71,0,0.00
ASAP,Bach_Prelude_bwv_848_MiyashitaM01M.wav,6,1.02,2.22,0.00,75.57,0.04,"(10, 300)",259.57,70.64,308.02,0,4,309,0,0.79
ASAP,Bach_Fugue_bwv_883_Herbert02.wav,6,1.73,2.22,0.00,202.25,0.02,"(10, 300)",83.84,39.48,95.95,0,0,276,0,0.00
ASAP,Bach_Prelude_bwv_874_WongWY01M.wav,6,1.04,2.22,0.00,169.28,0.02,"(10, 300)",81.21,41.19,100.70,0,0,223,0,0.00
ASAP,Bach_Prelude_bwv_848_Denisova06M.wav,6,1.03,2.19,0.00,68.82,0.05,"(10, 300)",285.13,113.22,407.77,0,64,309,0,12.34
ASAP,Beethoven_Piano_Sonatas_21-1_no_repeat_Shychko02M.wav,6,0.99,2.18,0.00,521.13,0.01,"(10, 300)",143.76,55.85,1806.68,0,1,1204,0,0.03
ASAP,Chopin_Ballades_2_Gasanov08M.wav,6,1.19,2.17,0.00,428.26,0.01,"(10, 300)",63.41,14.24,112.12,0,0,407,0,0.00
ASAP,Bach_Prelude_bwv_858_Zhang01M.wav,6,0.98,2.16,0.00,87.21,0.04,"(10, 300)",85.27,52.69,96.99,0,0,119,0,0.00
ASAP,Chopin_Etudes_op_10_4_Kurz03M.wav,6,1.01,2.16,0.00,123.41,0.03,"(10, 300)",163.55,89.48,235.70,0,0,325,0,0.00
ASAP,Balakirev_Islamey_CHEN10M.wav,6,0.97,2.16,0.00,532.31,0.01,"(10, 300)",139.32,33.53,251.53,0,0,1040,0,0.00
ASAP,Beethoven_Piano_Sonatas_31-1_Ahfat02M.wav,6,1.02,2.14,0.00,399.09,0.01,"(10, 300)",54.61,15.90,172.59,0,0,345,0,0.00
ASAP,Bach_Prelude_bwv_860_ZhangH04M.wav,6,1.02,2.14,0.00,49.53,0.06,"(10, 300)",186.90,134.84,223.69,0,0,144,0,0.00
ASAP,Beethoven_Piano_Sonatas_27-2_GiacomelliN05M.wav,6,1.12,2.13,0.00,436.26,0.01,"(10, 300)",83.67,31.71,139.64,0,0,579,0,0.00
ASAP,Liszt_Hungarian_Rhapsodies_6_LiA09M.wav,6,1.00,2.12,0.00,388.83,0.01,"(10, 300)",121.89,15.09,283.74,0,0,562,0,0.00
ASAP,Beethoven_Piano_Sonatas_31-1_ADIG05M.wav,6,1.06,2.10,0.00,364.57,0.01,"(10, 300)",58.75,14.08,92.75,0,0,345,0,0.00
ASAP,Bach_Prelude_bwv_875_CaoJ01M.wav,6,1.00,2.10,0.00,88.54,0.03,"(10, 300)",126.78,76.17,141.18,0,0,180,0,0.00
ASAP,Bach_Prelude_bwv_875_HONG04M.wav,6,0.97,2.08,0.00,88.14,0.03,"(10, 300)",127.47,76.55,153.40,0,0,180,0,0.00
ASAP,Chopin_Etudes_op_25_11_Song02M.wav,6,0.98,2.08,0.00,222.51,0.01,"(10, 300)",112.30,24.71,154.37,0,0,380,0,0.00
ASAP,Haydn_Keyboard_Sonatas_48-2_GarritsonL03M.wav,6,0.50,2.07,0.00,215.21,0.01,"(10, 300)",166.11,109.72,201.22,0,0,585,0,0.00
ASAP,Bach_Prelude_bwv_860_Ko04M.wav,6,1.09,2.07,0.00,49.31,0.06,"(10, 300)",188.19,105.87,229.25,0,0,144,0,0.00
ASAP,Beethoven_Piano_Sonatas_18-4_ChenGuang06M.wav,6,0.69,2.06,0.00,281.34,0.01,"(10, 300)",183.01,68.17,276.75,0,0,822,0,0.00
ASAP,Liszt_Gran_Etudes_de_Paganini_6_Theme_and_Variations_repeat_KanM09M.wav,6,0.68,2.06,0.00,341.22,0.01,"(10, 300)",96.18,14.74,171.62,0,0,447,0,0.00
ASAP,Bach_Prelude_bwv_889_YangY02M.wav,6,0.88,2.05,0.00,131.14,0.02,"(10, 300)",59.76,29.84,78.33,0,0,127,0,0.00
ASAP,Schubert_Piano_Sonatas_894-2_no_repeat_SINKEV12M.wav,6,1.40,2.05,0.00,433.42,0.01,"(10, 300)",80.92,31.22,1693.96,0,1,538,0,0.04
ASAP,Schubert_Impromptu_op.90_D.899_4_no_repeat_Lin11M.wav,6,0.98,2.03,0.00,344.37,0.01,"(10, 300)",149.59,50.92,192.30,0,0,822,0,0.00
ASAP,Beethoven_Piano_Sonatas_21-1_no_repeat_YeZ02M.wav,6,0.84,2.03,0.00,536.37,0.01,"(10, 300)",141.34,32.34,1335.71,0,1,1204,0,0.04
ASAP,Beethoven_Piano_Sonatas_3-1_Lin05M.wav,6,1.00,2.02,0.00,431.92,0.01,"(10, 300)",152.74,33.42,365.72,0,3,1063,0,0.54
ASAP,Beethoven_Piano_Sonatas_4-1_Chon03M.wav,6,0.99,2.02,0.00,334.01,0.01,"(10, 300)",132.06,58.59,185.80,0,0,720,0,0.00
ASAP,Beethoven_Piano_Sonatas_21-3_Sekino05M.wav,6,0.50,2.01,0.00,606.27,0.00,"(10, 300)",114.41,13.07,1137.87,0,1,1084,0,0.05
ASAP,Beethoven_Piano_Sonatas_4-1_LiA04M.wav,6,1.00,2.01,0.00,327.79,0.01,"(10, 300)",134.45,67.02,160.89,0,0,720,0,0.00
ASAP,Bach_Prelude_bwv_880_WangA04M.wav,6,1.09,1.99,0.00,168.15,0.02,"(10, 300)",78.37,44.18,84.63,0,0,215,0,0.00
ASAP,Haydn_Keyboard_Sonatas_48-2_PrjevalskayaM03M.wav,6,0.50,1.99,0.00,236.67,0.01,"(10, 300)",151.20,84.24,182.50,0,0,585,0,0.00
ASAP,Beethoven_Piano_Sonatas_21-1_no_repeat_Sladek02M.wav,6,0.99,1.98,0.00,491.52,0.01,"(10, 300)",156.29,33.44,4608.29,0,1,1204,0,0.01
ASAP,Beethoven_Piano_Sonatas_21-1_no_repeat_LeeN02M.wav,6,0.86,1.95,0.00,486.09,0.01,"(10, 300)",156.51,26.93,1265.82,0,4,1204,0,0.51
ASAP,Bach_Prelude_bwv_864_SunD01M.wav,6,1.02,1.95,0.00,64.71,0.05,"(10, 300)",92.22,40.54,101.59,0,0,94,0,0.00
ASAP,Beethoven_Piano_Sonatas_5-1_Colafelice02M.wav,6,1.00,1.92,0.00,273.00,0.01,"(10, 300)",197.07,62.14,465.44,0,5,846,0,0.82
ASAP,Bach_Prelude_bwv_889_ZhangW02M.wav,6,0.88,1.91,0.00,123.72,0.02,"(10, 300)",63.49,30.19,69.06,0,0,127,0,0.00
ASAP,Chopin_Etudes_op_25_11_Shychko03M.wav,6,1.01,1.91,0.00,202.13,0.01,"(10, 300)",119.99,32.84,162.83,0,0,380,0,0.00
ASAP,Chopin_Etudes_op_25_11_KyykhynenT10M.wav,6,1.04,1.91,0.00,223.59,0.01,"(10, 300)",108.64,23.31,166.66,0,0,380,0,0.00
ASAP,Beethoven_Piano_Sonatas_21-3_KimSY04M.wav,6,0.50,1.90,0.00,579.53,0.00,"(10, 300)",116.87,25.46,276.75,0,0,1084,0,0.00
ASAP,Beethoven_Piano_Sonatas_3-1_Bult-ItoS03M.wav,6,1.02,1.89,0.00,447.49,0.01,"(10, 300)",148.09,26.28,371.63,0,3,1063,0,0.53
ASAP,Haydn_Keyboard_Sonatas_50-1_no_repeat_JeonH03M.wav,6,1.04,1.88,0.00,327.40,0.01,"(10, 300)",113.58,24.50,140.83,0,0,598,0,0.00
ASAP,Beethoven_Piano_Sonatas_21-1_no_repeat_ZhangW01M.wav,6,1.00,1.88,0.00,490.14,0.01,"(10, 300)",155.10,18.90,284.44,0,0,1204,0,0.00
ASAP,Debussy_Images_Book_1_1_Reflets_dans_lEau_ParkJH13M.wav,6,0.99,1.85,0.00,300.45,0.01,"(10, 300)",82.62,23.52,186.56,0,0,372,0,0.00
ASAP,Beethoven_Piano_Sonatas_4-1_LeeE02M.wav,6,0.97,1.84,0.00,340.18,0.01,"(10, 300)",128.91,82.97,193.29,0,0,720,0,0.00
ASAP,Bach_Prelude_bwv_889_LiuY01M.wav,6,1.02,1.82,0.00,138.49,0.02,"(10, 300)",56.40,34.00,65.68,0,0,127,0,0.00
ASAP,Beethoven_Piano_Sonatas_26-1_no_repeat_Kim02M.wav,6,1.04,1.81,0.00,339.18,0.01,"(10, 300)",223.32,21.31,320.00,0,5,984,0,0.97
ASAP,Liszt_Mephisto_Waltz_ChenGuang24M.wav,6,1.00,1.81,8.72,678.00,0.02,"(10, 300)",326.67,6.88,1510.57,1,1506,2601,8.71745,219.34
ASAP,Beethoven_Piano_Sonatas_11-1_LiYZ03M.wav,6,1.04,1.80,0.00,337.26,0.01,"(10, 300)",143.48,42.83,170.92,0,0,793,0,0.00
ASAP,Beethoven_Piano_Sonatas_26-3_Zhdanov05M.wav,6,0.51,1.80,0.00,340.88,0.01,"(10, 300)",99.47,11.92,121.42,0,0,532,0,0.00
ASAP,Schubert_Impromptu_op.90_D.899_2_HuNY06M.wav,6,1.07,1.80,0.00,288.91,0.01,"(10, 300)",181.16,61.90,255.44,0,0,847,0,0.00
ASAP,Bach_Prelude_bwv_860_YoungS01M.wav,6,1.00,1.79,0.00,47.85,0.06,"(10, 300)",196.50,44.85,229.03,0,0,144,0,0.00
ASAP,Beethoven_Piano_Sonatas_11-1_LiC03M.wav,6,1.02,1.79,0.00,323.39,0.01,"(10, 300)",149.36,53.23,186.71,0,0,793,0,0.00
ASAP,Haydn_Keyboard_Sonatas_50-1_no_repeat_KARYAG06M.wav,6,0.09,1.78,0.00,303.64,0.01,"(10, 300)",122.23,25.54,457.14,0,1,598,0,0.13
ASAP,Schubert_Impromptu_op.90_D.899_4_no_repeat_LuoJ09M.wav,6,1.04,1.77,0.00,355.42,0.01,"(10, 300)",144.48,32.56,186.40,0,0,822,0,0.00
ASAP,Beethoven_Piano_Sonatas_21-1_no_repeat_SunY02M.wav,6,0.79,1.77,0.00,481.97,0.01,"(10, 300)",156.98,24.31,316.49,0,1,1204,0,0.19
ASAP,Beethoven_Piano_Sonatas_18-1_Levitsky05M.wav,6,1.11,1.76,0.00,353.40,0.01,"(10, 300)",140.88,51.40,2425.22,0,4,756,0,0.58
ASAP,Schubert_Piano_Sonatas_664-1_KabuliL10M.wav,6,0.98,1.75,0.00,319.75,0.01,"(10, 300)",102.62,42.45,133.65,0,0,531,0,0.00
ASAP,Beethoven_Piano_Sonatas_5-1_SunD02M.wav,6,1.01,1.74,0.00,237.39,0.01,"(10, 300)",223.05,90.07,514.27,0,13,846,0,2.01
ASAP,Bach_Prelude_bwv_868_GonzalezJ05M.wav,6,1.00,1.72,0.00,64.48,0.04,"(10, 300)",72.54,34.53,76.21,0,0,74,0,0.00
ASAP,Beethoven_Piano_Sonatas_21-3_YOO05M.wav,6,0.50,1.72,0.00,557.69,0.00,"(10, 300)",122.48,15.29,203.89,0,0,1084,0,0.00
ASAP,Beethoven_Piano_Sonatas_10-1_Hou02M.wav,6,1.49,1.72,0.00,279.94,0.01,"(10, 300)",88.34,29.93,109.98,0,0,398,0,0.00
ASAP,Beethoven_Piano_Sonatas_21-1_no_repeat_TongB03M.wav,6,0.84,1.72,0.00,503.13,0.01,"(10, 300)",151.87,17.63,274.29,0,0,1204,0,0.00
ASAP,Beethoven_Piano_Sonatas_7-4_Larionova04M.wav,6,0.76,1.71,0.00,225.16,0.01,"(10, 300)",132.64,27.10,170.98,0,0,448,0,0.00
ASAP,Beethoven_Piano_Sonatas_26-1_HuNY02M.wav,6,0.98,1.70,0.00,408.83,0.01,"(10, 300)",223.12,18.04,349.10,0,29,1196,0,5.55
ASAP,Beethoven_Piano_Sonatas_21-1_no_repeat_WangA02M.wav,6,0.80,1.70,0.00,474.82,0.01,"(10, 300)",157.83,24.70,340.12,0,2,1204,0,0.36
ASAP,Schubert_Impromptu_op.90_D.899_2_KaiRuiR05M.wav,6,0.97,1.68,0.00,288.96,0.01,"(10, 300)",182.53,58.48,312.19,0,1,847,0,0.19
ASAP,Beethoven_Piano_Sonatas_18-1_LeungR02M.wav,6,0.97,1.68,0.00,354.72,0.01,"(10, 300)",132.61,51.78,163.17,0,0,756,0,0.00
ASAP,Haydn_Keyboard_Sonatas_39-3_Yarden07M.wav,6,0.50,1.68,0.00,251.73,0.01,"(10, 300)",117.22,67.32,143.11,0,0,482,0,0.00
ASAP,Beethoven_Piano_Sonatas_27-1_GiacomelliN04M.wav,6,0.97,1.68,0.00,319.46,0.01,"(10, 300)",150.25,34.75,351.76,0,1,733,0,0.17
ASAP,Liszt_Mephisto_Waltz_Tysman07M.wav,6,0.99,1.68,6.16,642.60,0.01,"(10, 300)",324.72,9.75,5758.16,1,1562,2601,6.15559,241.31
ASAP,Chopin_Etudes_op_25_11_MiyashitaM03M.wav,6,1.00,1.67,0.00,221.57,0.01,"(10, 300)",110.54,23.79,151.98,0,0,380,0,0.00
ASAP,Beethoven_Piano_Sonatas_21-1_no_repeat_GonzalezJ06M.wav,6,0.81,1.65,0.00,471.84,0.01,"(10, 300)",157.05,36.59,298.26,0,0,1204,0,0.00
ASAP,Beethoven_Piano_Sonatas_11-1_ZhaoK02M.wav,6,1.04,1.65,0.00,319.62,0.01,"(10, 300)",151.27,43.47,181.70,0,0,793,0,0.00
ASAP,Beethoven_Piano_Sonatas_26-2_HONG05M.wav,6,1.01,1.62,0.00,209.58,0.01,"(10, 300)",24.18,19.44,27.30,0,0,83,0,0.00
ASAP,Chopin_Etudes_op_10_12_HuNY03M.wav,6,0.99,1.61,0.00,159.06,0.02,"(10, 300)",135.90,43.46,218.18,0,0,333,0,0.00
ASAP,Bach_Prelude_bwv_848_Lou01M.wav,6,0.98,1.61,0.00,71.97,0.04,"(10, 300)",269.90,98.36,315.62,0,16,309,0,3.15
ASAP,Liszt_Sonata_Gasanov06M.wav,6,1.00,1.61,0.00,1671.76,0.00,"(10, 300)",121.69,13.48,3614.46,0,5,2631,0,0.40
ASAP,Beethoven_Piano_Sonatas_21-1_no_repeat_ToA02M.wav,6,1.00,1.60,0.00,485.26,0.01,"(10, 300)",156.16,23.27,1129.31,0,4,1204,0,0.59
ASAP,Beethoven_Piano_Sonatas_4-1_SirajA02M.wav,6,1.00,1.60,0.00,334.84,0.01,"(10, 300)",131.51,66.44,166.47,0,0,720,0,0.00
ASAP,Beethoven_Piano_Sonatas_9-3_Tysman05M.wav,6,0.51,1.59,0.00,195.28,0.01,"(10, 300)",84.83,17.67,103.78,0,0,261,0,0.00
ASAP,Schubert_Piano_Sonatas_664-3_KabuliL12M.wav,6,0.50,1.59,0.00,306.08,0.01,"(10, 300)",85.47,48.14,101.05,0,0,431,0,0.00
ASAP,Bach_Prelude_bwv_854_Ozaki01M.wav,6,1.00,1.58,0.00,84.77,0.03,"(10, 300)",67.52,39.21,74.56,0,0,92,0,0.00
ASAP,Beethoven_Piano_Sonatas_21-1_KaiRuiR02M.wav,6,0.80,1.58,0.00,638.55,0.00,"(10, 300)",151.70,29.61,221.97,0,0,1544,0,0.00
ASAP,Bach_Prelude_bwv_889_Giesbrecht01M.wav,6,0.96,1.58,0.00,144.83,0.02,"(10, 300)",53.62,42.59,57.24,0,0,127,0,0.00
ASAP,Beethoven_Piano_Sonatas_7-1_WangY01M.wav,6,1.23,1.56,0.00,305.86,0.01,"(10, 300)",140.70,29.71,213.33,0,0,685,0,0.00
ASAP,Scriabin_Sonatas_5_Na07M.wav,6,0.95,1.56,0.00,707.20,0.00,"(10, 300)",116.30,11.36,492.85,0,17,1002,0,2.60
ASAP,Beethoven_Piano_Sonatas_7-4_LeeS05M.wav,6,0.76,1.55,0.00,236.11,0.01,"(10, 300)",130.12,22.65,178.60,0,0,448,0,0.00
ASAP,Bach_Prelude_bwv_848_Lee01M.wav,6,1.01,1.55,0.00,73.98,0.03,"(10, 300)",262.54,104.73,317.80,0,6,309,0,1.18
ASAP,Beethoven_Piano_Sonatas_21-1_no_repeat_Song03M.wav,6,1.02,1.53,0.00,522.56,0.00,"(10, 300)",144.57,24.47,256.01,0,0,1204,0,0.00
ASAP,Beethoven_Piano_Sonatas_18-4_KOLESO06M.wav,6,0.70,1.52,0.00,279.32,0.01,"(10, 300)",182.11,64.97,238.02,0,0,822,0,0.00
ASAP,Balakirev_Islamey_Yi04M.wav,6,1.01,1.51,0.00,536.00,0.00,"(10, 300)",134.57,32.51,228.12,0,0,1040,0,0.00
ASAP,Beethoven_Piano_Sonatas_24-1_no_2_repeat_DeTurck06M.wav,6,1.05,1.51,0.00,280.00,0.01,"(10, 300)",123.89,11.37,152.18,0,0,544,0,0.00
ASAP,Chopin_Etudes_op_10_12_Bult-ItoS04M.wav,6,1.00,1.51,0.00,156.23,0.02,"(10, 300)",137.62,66.82,236.06,0,0,333,0,0.00
ASAP,Beethoven_Piano_Sonatas_7-1_Wang02M.wav,6,0.75,1.49,0.00,279.43,0.01,"(10, 300)",152.03,38.65,213.33,0,0,685,0,0.00
ASAP,Beethoven_Piano_Sonatas_26-1_Sham03M.wav,6,1.04,1.49,0.00,400.45,0.01,"(10, 300)",230.63,13.62,313.46,0,6,1196,0,1.17
ASAP,Bach_Prelude_bwv_884_LiA01M.wav,6,0.99,1.48,0.00,70.60,0.04,"(10, 300)",126.77,68.76,140.83,0,0,143,0,0.00
ASAP,Chopin_Etudes_op_25_11_WangA02M.wav,6,0.11,1.48,0.00,211.99,0.01,"(10, 300)",112.39,23.67,155.67,0,0,380,0,0.00
ASAP,Beethoven_Piano_Sonatas_17-3_USHIKI05M.wav,6,0.65,1.47,0.00,321.57,0.01,"(10, 300)",280.63,90.57,397.25,0,310,1477,0,58.83
ASAP,Schubert_Impromptu_op.90_D.899_2_Nikiforov09M.wav,6,0.99,1.46,0.00,275.86,0.01,"(10, 300)",189.63,91.34,293.50,0,0,847,0,0.00
ASAP,Chopin_Etudes_op_25_11_Richardson_2015_03M.wav,6,0.97,1.45,0.00,218.91,0.01,"(10, 300)",112.33,21.64,174.02,0,0,380,0,0.00
ASAP,Beethoven_Piano_Sonatas_21-1_no_repeat_RichardsonC02M.wav,6,0.99,1.44,0.00,505.62,0.00,"(10, 300)",151.12,22.70,1252.09,0,1,1204,0,0.05
ASAP,Beethoven_Piano_Sonatas_3-1_CaoJ02M.wav,6,0.99,1.42,0.00,451.47,0.01,"(10, 300)",144.75,34.76,408.50,0,2,1063,0,0.33
ASAP,Scriabin_Sonatas_5_GarritsonL06M.wav,6,1.00,1.40,0.00,646.06,0.00,"(10, 300)",130.07,12.02,662.98,0,21,1002,0,3.06
ASAP,Balakirev_Islamey_Na08M.wav,6,0.60,1.39,0.00,492.83,0.00,"(10, 300)",153.74,34.11,258.14,0,0,1040,0,0.00
ASAP,Liszt_Sonata_GiacomelliN11M.wav,6,1.02,1.37,0.00,1701.30,0.00,"(10, 300)",121.99,11.00,359.99,0,8,2631,0,1.50
ASAP,Beethoven_Piano_Sonatas_21-1_no_repeat_Tetzloff05M.wav,6,0.86,1.36,0.00,483.02,0.00,"(10, 300)",158.46,28.84,365.70,0,2,1204,0,0.36
ASAP,Beethoven_Piano_Sonatas_26-3_HONG05M.wav,6,0.51,1.35,0.00,244.10,0.01,"(10, 300)",3748.91,13.22,13698.63,0,143,532,0,0.63
ASAP,Beethoven_Piano_Sonatas_22-2_KOLESO04M.wav,6,0.50,1.34,0.00,213.53,0.01,"(10, 300)",118.72,55.07,156.95,0,0,415,0,0.00
ASAP,Haydn_Keyboard_Sonatas_50-1_no_repeat_YoungS02M.wav,6,0.98,1.34,0.00,315.57,0.01,"(10, 300)",117.07,28.36,147.32,0,0,598,0,0.00
ASAP,Scriabin_Sonatas_5_Yeletskiy07M.wav,6,1.01,1.33,13.22,650.11,0.02,"(10, 300)",135.58,8.41,677.66,2,41,1002,13.22266,6.76
ASAP,Beethoven_Piano_Sonatas_7-1_ZhangE02M.wav,6,1.23,1.33,0.00,290.41,0.01,"(10, 300)",148.00,24.23,196.93,0,0,685,0,0.00
ASAP,Liszt_Sonata_Dulu07M.wav,6,0.91,1.33,0.00,1745.41,0.00,"(10, 300)",131.51,11.14,5424.95,0,15,2631,0,1.59
ASAP,Beethoven_Piano_Sonatas_18-1_ZhangH05M.wav,6,1.02,1.32,0.00,353.52,0.01,"(10, 300)",136.74,46.30,219.43,0,0,756,0,0.00
ASAP,Chopin_Etudes_op_10_12_LuoJ08M.wav,6,0.97,1.32,0.00,137.22,0.02,"(10, 300)",152.89,61.64,201.40,0,0,333,0,0.00
ASAP,Beethoven_Piano_Sonatas_7-1_Hebert01M.wav,6,1.23,1.30,0.00,284.61,0.01,"(10, 300)",148.80,40.49,221.54,0,0,685,0,0.00
ASAP,Chopin_Etudes_op_25_11_Richardson_2013_08M.wav,6,1.00,1.28,0.00,195.10,0.01,"(10, 300)",126.92,21.92,164.86,0,0,380,0,0.00
ASAP,Beethoven_Piano_Sonatas_8-3_Na06M.wav,6,0.93,1.28,0.00,259.90,0.01,"(10, 300)",98.45,57.74,115.78,0,0,418,0,0.00
ASAP,Schubert_Impromptu_op.90_D.899_2_Denisova11M.wav,6,1.11,1.27,0.00,224.30,0.01,"(10, 300)",234.72,92.44,480.00,0,22,847,0,3.97
ASAP,Bach_Prelude_bwv_860_Tetzloff04M.wav,6,1.08,1.25,0.00,49.02,0.05,"(10, 300)",185.89,112.60,213.33,0,0,144,0,0.00
ASAP,Bach_Prelude_bwv_848_Mizumoto03M.wav,6,1.06,1.24,0.00,71.69,0.03,"(10, 300)",270.41,82.98,387.22,0,15,309,0,2.82
ASAP,Schumann_Kreisleriana_1_ParkJH04M.wav,6,0.96,1.23,0.00,174.51,0.01,"(10, 300)",89.20,23.62,129.72,0,0,239,0,0.00
ASAP,Bach_Prelude_bwv_848_SunY01M.wav,6,0.96,1.23,0.00,65.24,0.03,"(10, 300)",297.07,103.07,535.81,0,125,309,0,24.01
ASAP,Chopin_Etudes_op_10_12_WuuE06M.wav,6,1.01,1.22,0.00,151.63,0.01,"(10, 300)",138.50,50.44,192.64,0,0,333,0,0.00
ASAP,Chopin_Etudes_op_25_11_Lisiecki07M.wav,6,0.93,1.20,0.00,239.70,0.01,"(10, 300)",105.78,13.98,143.55,0,0,380,0,0.00
ASAP,Scriabin_Sonatas_5_FaB05M.wav,6,1.00,1.19,6.05,702.49,0.01,"(10, 300)",125.07,9.92,529.61,1,28,1002,6.05014,4.54
ASAP,Chopin_Etudes_op_25_11_KimSuyeon03M.wav,6,0.99,1.19,0.00,194.44,0.01,"(10, 300)",125.08,23.25,182.14,0,0,380,0,0.00
ASAP,Beethoven_Piano_Sonatas_22-1_KOLESO04M.wav,6,1.00,1.18,0.00,319.58,0.01,"(10, 300)",91.25,13.68,148.46,0,0,461,0,0.00
ASAP,Chopin_Etudes_op_10_12_ZhangYunling02M.wav,6,1.04,1.17,0.00,139.12,0.02,"(10, 300)",150.50,68.88,203.89,0,0,333,0,0.00
ASAP,Beethoven_Piano_Sonatas_28-1_WangY04M.wav,6,1.00,1.16,0.00,235.44,0.01,"(10, 300)",53.99,20.83,76.54,0,0,203,0,0.00
ASAP,Bach_Prelude_bwv_848_Zhou01M.wav,6,1.02,1.15,0.00,68.12,0.03,"(10, 300)",283.33,109.89,341.34,0,43,309,0,8.31
ASAP,Bach_Prelude_bwv_858_VuV01M.wav,6,1.04,1.14,0.00,80.90,0.03,"(10, 300)",91.07,55.25,99.99,0,0,119,0,0.00
ASAP,Beethoven_Piano_Sonatas_16-1_LeeSH02M.wav,6,1.09,1.14,0.00,307.10,0.01,"(10, 300)",130.10,58.19,169.91,0,0,647,0,0.00
ASAP,Bach_Prelude_bwv_892_KabuliL01M.wav,6,0.96,1.13,0.00,113.53,0.02,"(10, 300)",97.09,66.86,110.98,0,0,180,0,0.00
ASAP,Chopin_Etudes_op_10_4_Yi03M.wav,6,0.98,1.12,0.00,124.15,0.02,"(10, 300)",162.94,50.06,268.68,0,0,325,0,0.00
ASAP,Bach_Prelude_bwv_848_Lin04M.wav,6,1.02,1.12,0.00,72.81,0.03,"(10, 300)",264.71,106.26,316.71,0,8,309,0,1.56
